Company Owner,Allocation Date,Segment,Firmable ID,Company,Website,Priority,ICP Score,Industry Tier,Sub-segment,Velocity,Coverage Motion,ANZ Signal,SEA Presence,In SG,In MY,In ID,In PH,HQ,Account Type,Org Size,B2B Type,Industry,APAC Sales HC,AU Sales,NZ Emp,SG Sales,MY Sales,ID Sales,PH Sales,HK Sales,JP Sales
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001239492,Windstream,windstream.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA,ANZ,Yes,,,Yes,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2bc,"Internet services and web portals, Telecommunications services",14,1,—,—,—,12,1,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001472471,Winshuttle (now Precisely),precisely.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, Data analytics or artificial intelligence",27,14,—,3,2,—,—,1,7
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001582768,Wiz,wiz.io,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,Yes,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,Cybersecurity,41,20,3,7,—,2,—,—,12
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001582887,Workiva,workiva.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,Yes,,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, Financial technology (fintech)",29,10,—,9,—,1,—,4,5
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001602860,World Wide Technology,wwt.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,,Yes,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Cybersecurity, IT consulting and support services",39,6,—,23,—,4,1,3,2
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000803435,ZOLL Medical Corporation,zoll.com,P1 - Strategic,High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA + HK/JP,ANZ,Yes,Yes,Yes,Yes,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, Medical devices and equipment manufacturing",14,7,1,2,1,2,2,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Mid,f000000530380,inDrive,indrive.com,P1 - Strategic,High,Tier A,SaaS / Software,Mid (200–1000 emp),ANZ + SEA,ANZ,Yes,,Yes,Yes,,US,Non-SEA HQ (APAC presence),201-500 employees,b2bvsb2c-no-data,"Internet services and web portals, Ride-sharing and taxi services",12,1,1,—,2,9,—,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000000515676,insightsoftware,insightsoftware.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA,ANZ,Yes,Yes,,Yes,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2b,"Computer software, Data analytics or artificial intelligence",28,15,1,5,—,2,6,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Mid,f000001423755,own,flylab.io,P1 - Strategic,Very High,Tier A,SaaS / Software,Mid (200–1000 emp),ANZ + SEA + HK/JP,ANZ,Yes,,Yes,Yes,Yes,FR,Non-SEA HQ (APAC presence),501-1000 employees,b2bvsb2c-no-data,"Computer software, Data analytics or artificial intelligence",26,12,33,—,6,2,6,—,—
Vanessa,10-Apr,SaaS SEA P1 ANZ Fast US,f000001518294,pharosIQ,mrpfd.com,P1 - Strategic,Very High,Tier A,SaaS / Software,Fast (<200 emp),ANZ + SEA,ANZ,Yes,,,,Yes,US,Non-SEA HQ (APAC presence),51-200 employees,b2bvsb2c-no-data,"Computer software, Marketing and advertising services",30,6,—,—,—,—,24,—,—
